මෙච්චර කල් මී හරක් අං තට්ටුව උඹ ඇද යට තියාගෙන හිටියා වෙන්න බෑනෙ බං...උඹගෙම පරපුරේ එකෙක්ගෙ නේද අං තට්ටුව...මට දෙන්න එපා උඹම දාගෙන පොලිඩෝල් උගුරක් බීහං...,1
එළකිරි ලද්දුවා...දාහං 10 ක්,0
නියම කෙල්ලෙක්...මේ වගේ කෙල්ලො තව 10 ක් හිටියා නම් ඔය හඩු නවක වද කාරයො එලවලාම දාන්න පුලුවන්...එදා වේල කන්න නැති ඈත පළාත් වලින් කැම්පස් ආව උන් තමන්ට වඩා වත් පොහොසත් කමින් වැඩි ළමයෙක් දැක්කොත් තමන්ගෙ හිතේ තියෙන පීඩනය මුදා හරින්නෙ නවක වදය කියන නමින්...,0
මේ වගේ මානසික ලෙඩ්ඩු සරසවියෙන් පන්නලාම දාන්න ඕනෙ....දැනට සති දෙකකට ඇතුලට යවපු උන්ව අඩුම තරමෙ අවුරුද්දකටවත් ඇතුලට දාන්න ඕනෙ...එතකොට උන්ගෙ සහ ඊට පස්සෙ එන්න ඉන්න උන්ගෙ නවක වද අමාරුව නිට්ටාවටම හොද වෙයි.,1
අඩේ මෙන්න මරාගෙ අපි නොදන්න පුතෙක් ඇවිත්...අපි අහලා තිබුනෙ නෑනෙ මරාට බන්දුල කියලා පුතෙක් ඉන්නවා...සෙරෙප්පුවක් ඉල්ලලා දෙන්නද ලංකාවට ආව ගමන් උඹට සුප් හදාගෙන බොන්න ?,1
අප්පච්චිට කඩේ යන ළමයි කෝ...මෙන්න බලපියව් ඵලදායී සංවර්ධනය...,0
"ඔබ දෙපලට සියත"" දෙවි දේවතාවන්ගේ ආරක්සාව පිහිට නොවඩුව ලැබෙිවා",0
මාතලේ මහ නගර සභා නාගරික මන්ත‍්‍රීවරයෙකු ඇතුළු දිස්ත‍්‍රික්ක කිහිපයක ප‍්‍රාදේශීය සභා එජනිස මන්ත‍්‍රීවරුන් එක්සත් ජාතික පක්ෂයට එක්වීමට තීරණය කර ඇතැයි වාර්තා වෙයි.,0
අදහන්න ඔින කෙල්ලෙක් සුභ අනාගතයක්,0
අන්න තමිල් නඩු සරනාගතොයො උතුරේ පදින්චිකරවන ව,0
උන් ඉන්දියවේන් එවන්නේ ලක්ශ හයක් දීල,0
නිවන් සැප ලැබෙිවා ඔබට රත්තරං ‍දුවෙි............,0
ලංකාවෙත් වෙන දේවල් වල හැටියට මෙහෙත් මලමිනි නැගිටියි ලගදීම,0
උඹ කවුද යකෝ එහෙම කියන්න උඹත් මුස්ලිමි ප..........කින් ආපු එකෙක්ද,1
උඹ එහෙනමි මුස්ලිමි එවුන්ටම දිදි හිටපන්,1
ඔයාගේ අදහසට මම එකගයි,0
අනික ඔයාලග් අදහස් දැක්විම විශ්ස්ඨයි ජය වෙිව‍ා,0
ඇයි උඹලගෙ උඩු රැවුලා මේවට ආස නැතෙයි...,0
මූ නිකං පියරු බබෙක්..මුන්ට කවුද බං නළුවො කියන්නෙ...,1
හරකෙක්ට සමාන පදයක් නම්...ඒ වෙල්ගම....,1
සියතට බෝම්බ ගැහුවෙ ඇයි කියලා පොඩ්ඩක් හොයලා බලහං...මෙතන බුරන්නෙ නැතුව...,0
දැන් සනීප ඇති මේ හරකට...,1
සාරිය කියන්නෙ පිරිමින්ගෙ හැගීම් අවුස්සන ඇදුමක්..උඹට හැගීම් ඇතිවෙන්නෙ නැත්තං...ලෙඩක්....බේත් ගනින්...,0
අරලියගහ මන්දිරයෙ පදිංචි වෙලාම හිටිය කෙනෙක් මෙයා ඉස්සර...ඒ කාලෙම තමයි දරුවා ලැබුනෙ...දන්නෝ දනිති...,0
මොන ආඩම්බරයක්ද යකෝ..,0
ටීචර්ලා සාරි ඇන්දම හිත ඇදී යනවා...යන්තමට පේන තැන් දිහා බලන්න හිතෙනවා...ඒ නිසා ඉස්සෙල්ලාම ටීචර්ලගෙ සාරි ඇදිල්ල නතර කරලා ඩෙනිමයි ටී ෂර්ට් එකයි නිළ ඇදුම විදියට අදින්න කියන්න ඕනෙ...,0
රත්නා ලාලනීට වයස 30 ද ගොනෝ...ඉස්සෙල්ලා ප්‍ර‍ෘත්තිය හරියට කියවලා ඉදින්...රත්නා ලාලනීට වයස 30 කට ලග ළමයි ඇති.,0
නාමල්ගේ නම සංජය සමරසිංහද?,0
අනේ ‍තෝ වගේ මෝඩ මූසලයෙක් .........,1
පින්වත සන්සුන් වන්න....පරිභවයෙන් මම දැන් වැළකී සිටිමි...ඔබට තෙරුවන් සරණයි...,0
ඉතිං ඒ ටික උඹ ගොතහංකො...,0
එළ එළ විජේ...,0
මගෙ යාලුවා ඔස්ට්‍රේලියාවෙ පදිංචියට ගියා විශ්ව විද්‍යාල කථිකාචාර්ය වරියක් කසාද බැදගෙන. මම ඉගෙන ගත්ත දෙයින් සිය ගානකට රැකියා අවස්ථාව සලසලා...කැකිරි වවලා ටින් කරලා රට පටවනවා ලංකාවට වෙලා...මම හැමදාම කියනවා වගේ,0
ලොකු එක නොදී පල ගෙවලයා...,1
ඇයි අල්ලපු ගෙදර එකා උඹට සිද්ධිය දැම්මද ?,0
බාලයන් ඇසුරු කරන්න එපා කියලා බුදුන් වහන්සේත් දේශනා කරලා තියෙනවා...එහෙව් එකේ උඹලා වගේ පැංචො ආශ්‍ර‍යක් නෑ බං...රෙදි ඉස්කෝලෙටවත් පලයං ඉගෙන ගෙන නැත්තං...,0
මම රිකිල්ලගස්කඩ සෙන්ට්‍ර‍ල් එකේ ඉදන් රෝයල් එකට ආව එකෙක්. අපේ දුප්පත් ඉස්කෝලෙ හිටියා 5 වසරෙදි එකතු කිරීම අඩු කිරීමවත් බැරුව හිටියෙ කොල්ලෙක්. ගුරුවරුන්ගෙ විවිධ උසුළු විසුලු වලට ලක් වෙවී. ශිෂ්‍යත්වෙ පාස්වෙලා මම කොළඹ එද්දි මිනිහා සාමාන්‍ය පෙලට ඒ පළාතෙම පුංචි පාසලකට ගියා. අන්න එතැනදි ගුරු දේවතාවෙක් මුණ ගැහිලා තිබුනා හරියටම ඔහුගේ හැකියාවන් සිතුම් පැතුම් අදුනගත්ත. අන්තිමේදි මගේ මිත්‍ර‍යා මොරටුව සරසවියෙදි මට හමුවුනේ ඉහළම ලකුණු අරගෙන සමත් වෙලා ඉද්දි. මෙලෝ රහක් නෑ කියලා පන්තියේ මුල්ලකට කරලා තියෙන සෙට් එකෙන් එකෙක් දෙන්නෙක් ගොඩ දාන්න පුලුවන් නම් අන්න ගුරුවරු...ගුරු දෙවිවරු.,0
එඩ්වින් ආරියදාස කියන්නෙ ලංකාවෙ ඉන්න විශිෂ්ඨ ගණයේ මාධ්‍යවේදියෙක්. ඉස්සර මට මතකයි අන්තර්ජාලය අද වගේ නැති කාලෙ රට රටවල තොරතුරු රූපවාහිනී මාධ්‍ය තුලින් සාමාන්‍ය ජනතාව අතරට ගෙනයාමට එතුමා කරපු මෙහෙවර. මේ ශ්‍රී නාමයට කැළැලක් උනේ සක්විතියගෙ සමාගමේ අධ්‍යක්ෂක තනතුරකට එඩ්වින් මහත්තයා එකතු වීම. සක්විතියා පොල්ල තිබ්බට පස්සෙ කාගෙ කාගෙත් ඇගිල්ල දිගු උනේ මෙතුමා දෙසට. ඒ සිද්ධිය නිසාවෙන් මම හිතන්නෙ එතුමා ඉතාම අපහසුතාවකට පත් උනා.,0
