තැවෙනා ඒ.. සිත නොදැනී වගේ.. වැටෙනා කඳුලු නොදැනී වගේ... දැවෙනා ඒ.. දුක නොදැනී වගේ... මං ආවා.... ඒ.. සිත සඟවන් මෙසේ... වැටෙනා කඳුලු සඟවන් මෙසේ.. දැවෙනා ඒ.. දුක සඟවන් මෙසේ... මං ආවා.... හීන මකා... හංගාලා... මං ආවා... රවටාලා.. මුමුනා සඟවා.. මං ආවා... ආ...ආ....ආ....,0
මුන් තුන් දෙනාගෙන් කවුරුවත් අත්භූතයි කියල පෙන්නේ නෑ නොවැ . තුන් දෙනාවම අපි දන්නා ලංකාවේ නිලියෝ නොවැ.,0
කොහෙද උඹේ ගෑණි එක්ක කාමරේටද ?,1
ට්විටර් එකේ සාමන්‍ය කොල්ලො සෙට් එකක් ඔහොම ට්‍රිප් ගිහින් ෆන් එකක් ගන්නවා කියන්නේ අන්න ඒක වටිනවා. ෆලෝ කවුන්ට් නෑ,0
ඉතින් උන් එක්ක හිටිය කියල මක් වෙන වැ. දුෂ්‍යන්ත් කොල්ලෙක් නොවැ. කෙල්ලෙක් එක්ක නෙවෙයි තුන්දෙනා එක්කම හිටියත් ඌට ආතල් නම් අපි මක්කට ඉරිසියා කොරන්නෙයි?,0
ප්ලෙන් ගෙන්න ගන්න ආණ්ඩුව දැනගන්න ඕනි. අනික මත්තලත් එක්ක හදන ආයෝජන කලාප ඔක්කොම කොටඋඩ. අනික මේ ගුදම් වලට එන්නෙ ප්ලේන් එකේ ගේන බඩු ඒ කියන්නෙ හොඳට පැක් කරල එවන ඒවා. එහෙම නැතුව වී ගබඩා කරන්න හදල නෑ මේව. අනික නිකන්ම ගෝනි වල දාල දැන් මාස ගානක් තිස්සෙ මීයො බෝවෙන එක අහන්නත් දෙයක්ද?,1
අද හොඳ ෆන් එකක් ගත්තා. දවල් ගියා ෆැමිලි ගෙට් ටු ගෙදර් එකට. කාලෙකින් ෆැමිලි එකේ ගොඩ දෙනෙක්ව දැක්කේ. ඉස්සර වගේ නෙවෙයි දැන් මට ලොකු පිලිගැනීමක් තියනවා. ඒක දැක්කම නිහතමානී ආඩම්බරයක් දැනුනා. හවස් වෙලා මල්ලිලා එක්ක ෆිල්ම් එකක් බලන්න ගියා. උන් එක්කම ඩිනර් එකත් අරන් මේ දැන් ගෙදර ආවේ. 🌺,0
අප්පටසිරි මේ ගයත්‍රී ඩයස්ගේ සමාගම නේද?,0
අඩේ හොඳට කියනවනෙ.,0
ෆැමිලි එකේ කෙල්ලෙක්ට ඉස්සර පොඩි ක්‍රශ් එකක් තිබ්බා. හැබැයි කවදාවත් කතා කරලා නැහැ. අද ඒකීව දැක්කා අවුරුදු 10 කට විතර පස්සේ. ෆැමිලි ගෙට් ටු ගෙදර් එකේදි. එයාට දැන් එයා වගේම ලස්සන පොඩි බබෙකුත් ඉන්නවා. ආයේ ඉතින් බැලුවෙ නෑ කෙලින්ම බබාව වඩාගෙන ඉම්ඹා. ඒක හරි අමුතු ෆීලිං එකක් බං. 🙇🏻‍♂️🌺,0
දැන් එතකොට ඉස්සෙල්ල ගියපු ලිපිය ඇත්තටම බොරුද ?,0
මේක නිලක් නෙමෙයි නිල් ආරු නූලක් නේද? දැන් ඉතින් කිසිම මැණික් මුදලාලියෙක් ඕක ගන්නෙ නෑ. තක්සේරු කරපු ගල් ගන්නෙ නෑ කව්රුවත්. හම්බවෙච්ච එකාට බඩුම තමයි.,0
අච්චර සල්ලී දීලා ෆ්ලයිට් එකේ ගිහින් වලාකුළු පහුවුනාම ඇයි බන් ආයේ සමහර එවුන් පොළවට පනින්නේ ? යකෝ ඒ වගේ වැදගත් ගමනක් යද්දි හරි මුන්ට තමන්ගේ අවශ්‍ය බඩු ටික අමතක නොවී හරියට පැක් කරගන්න බැරි වුනාද ? 😐,0
නැත්තන් අත්තක් නැත්තෙත් නැද්ද?,0
කට්ටිය බේරිච්ච එක නම් ලොකු දෙයක්. ඔය ඉන්දියන් කසිකබල් පදින කොට ඕවා බලාපොරොත්තු වෙන්න ඕනි. බ්‍රෑන්ඩ්නිව් ගෙනාවත් සත පහකට ෂුවර් නෑ.,1
මොනවා උනත් ගොසිප්ප පොඩ්ඩක් බය වෙලාද මන්ද සමාවෙන්න කියුවේ... හික් හික්,0
යකෝ ෆිල්ම් එකක් හදන්න පුළුවන් ඒ කතාවෙන්.,0
ඔය ලක්ශපති එකේ දිනන උන් සෙට් එක බෙන්තර ගඟෙන් එහා වෙන එකමයි හොඳ. නැත්තන් මේ ගේම් එක ආතල් නෑ. හැමදාම අපි උන්ට ආතල් දිදී ඉන්නවා නිකං නෙදර්ලන්ඩ් ශ්‍රි ලංකා මැච් එකක් වගේ. උන් සිම්බාබේ ගානට හරි ෆෝම් වුනොත් තමයි මැච් එක බලන්න පුලුවන්.,1
හැබැයි ගොසිප්පෝ ඊට පස්සේ දාපු පින්තූරේ දමිතාගේ වගේ කියල පේනවා කියල දමිතත් නඩු දායිද දන්නේ නැ.,0
ඔය වැඩේ මුලින්ම දින 100දි පටන් ගත්තා දියවන්නා පාරක් එකේ. පොඩ්ඩක් සද්ද දැම්මම ආයෙත් අකුලගත්තා.,0
