"රටක් සංවර්ධනය වෙලා කියලා පෙන්නන්න නගර අලංකරණය අවශ්‍යයි. ලෝකෙට ණයවෙලා හරි පාරවල් අවට ගස් හිතවලා අළුතින් හොඳට තිබුනත් ටයිල් කරලා,",0
"මුල මතක හොඳ සිංහල පුරවැසියෙක්. ආඩම්බරයි ඔබ ගැන​. අපේ රටේ අභිමානය ලෝකයට ගෙන යාම පිළිබඳව ඇත්තටම ස්තූතිවන්ත වන අතර ආඩම්බර වෙනවා. ඔබට ජයෙන් ජය​!,",0
"පල ඩෝ ලොකු එක නොදී...අශෝක වීදුරුවෙන් උඹලා වගේ උන්ට දෙන්න ඕනෙ මොළේ පෑදෙන්න.,",1
"තවත් මෙවැනිම හෝටල් සමූහයක හිමිකාරීත්වය දක්වා යාමට සුභපතනවා....! අපේ මේ පුංචි රටේ නම ගෙනියන්න ඔබට ෛධර්‍ය ශක්තිය ලැබේවා...!!!,",0
"මෙතෙක් කල් දැවුණු ප්‍රශ්ණෙට පිළිතුර හම්බුනා. දැන් මේක ගැන අමතක කරපල්ලා. ඒක නෙවෙයි මචන්ලා අර පලස්තීනෙට දුන්නු ඒවා තාම හම්බුනේ නෑ. මේකි හින්දා ආධාර දීපු කථාව අමතක කරන්න එපල්ලා. රන් ගොජාගේ වැන්ගොඩ හින්දා ඊශ්‍රාලේ හිතනවා ඇති නොදකින් කළගුණ නොදත්,",1
"ඒවා ඕනෙ නෑ...අල්ලපු ගෙදර ලොල්ලව යවමු බටර් කාලකුත් එක්ක...,",1
"බිස්නස් ක්ලාස් යන්නේ බිස්නස් කොරන කට්ටිය කියලා පෙන්නන්ට වෙන්ටෑ. ඕක දැන අරගෙන ගිහින් තියෙන්නේ අපනයනය කරන විදිහටද​? පුද්ගලික භාණ්ඩ විදිහටද​? පෞද්ගලිකනම් කේස් එකක්. නැත්නම් ඉතින් අපේ මොකො. ඉක්මන් ප්‍රවාහනය​. ෆ්‍රෙෂ් වෙජිටබල්ස් ෆ්‍රොම් වන් සිරි ලංකා. ආසියාවේ වොන්ඩර් බාර් එක​.,",0
"ආදී වේගේ යනකොට අනිවාර්යෙන්ම සීට් බෙල්ට් දමන්න ඕන. එහෙම උනානම් මෙහෙම වෙන්නේ නැහැ. ඉස්ප්රිතලේ ඉන්න කට්ටියට කඩිනම් සුව පතමි.,",0
"ලොකු එක නොදී පල ලොල්ලො.,",1
"පොඩ්ඩා ගොන් හරකෙක්,",1
